_id,date,center_name,attendance_count
37296909,2015-07-02,Ammon Community Center,186
37296910,2015-07-02,Jefferson Community Center,133
37296911,2015-07-02,Brookline Community Center,145
37296912,2015-07-02,Magee Community Center,39
37296913,2015-07-02,Ormsby Community Center,55
37296914,2015-07-02,Paulson Community Center,50
37296915,2015-07-02,West Penn Community Center,64
37296916,2015-07-01,Phillips Community Center,137
37296917,2015-07-01,Warrington Community Center,69
37296918,2015-07-01,Ammon Community Center,220
37296919,2015-07-01,Arlington Community Center,61
37296920,2015-07-01,Brookline Community Center,177
37296921,2015-07-01,Jefferson Community Center,69
37296922,2015-07-01,Ormsby Community Center,38
37296923,2015-07-01,Magee Community Center,30
37296924,2015-07-01,Paulson Community Center,115
37296925,2015-07-01,West Penn Community Center,93
37296926,2015-06-30,Warrington Community Center,73
37296927,2015-06-30,Phillips Community Center,129
37296928,2015-06-30,Arlington Community Center,59
37296929,2015-06-30,Ammon Community Center,161
37296930,2015-06-30,Jefferson Community Center,85
37296931,2015-06-30,Brookline Community Center,159
37296932,2015-06-30,Magee Community Center,37
37296933,2015-06-30,Ormsby Community Center,56
37296934,2015-06-30,Paulson Community Center,160
37296935,2015-06-30,West Penn Community Center,66
37296936,2015-06-29,Phillips Community Center,187
37296937,2015-06-29,Warrington Community Center,111
37296938,2015-06-29,Ammon Community Center,200
37296939,2015-06-29,Arlington Community Center,85
37296940,2015-06-29,Brookline Community Center,269
37296941,2015-06-29,Jefferson Community Center,123
37296942,2015-06-29,Ormsby Community Center,55
37296943,2015-06-29,Magee Community Center,64
37296944,2015-06-29,West Penn Community Center,94
37296945,2015-06-27,Phillips Community Center,37
37296946,2015-06-27,Ammon Community Center,75
37296947,2015-06-27,Brookline Community Center,27
37296948,2015-06-27,Magee Community Center,35
37296949,2015-06-27,West Penn Community Center,33
37296950,2015-06-26,Phillips Community Center,135
37296951,2015-06-26,Warrington Community Center,49
37296952,2015-06-26,Ammon Community Center,209
37296953,2015-06-26,Arlington Community Center,63
37296954,2015-06-26,Brookline Community Center,142
37296955,2015-06-26,Jefferson Community Center,108
37296956,2015-06-26,Magee Community Center,66
37296957,2015-06-26,Ormsby Community Center,65
37296958,2015-06-26,Paulson Community Center,115
37296959,2015-06-26,West Penn Community Center,56
37296960,2015-06-25,Warrington Community Center,109
37296961,2015-06-25,Phillips Community Center,138
37296962,2015-06-25,Arlington Community Center,75
37296963,2015-06-25,Ammon Community Center,107
37296964,2015-06-25,Jefferson Community Center,123
37296965,2015-06-25,Brookline Community Center,108
37296966,2015-06-25,Ormsby Community Center,27
37296967,2015-06-25,Magee Community Center,53
37296968,2015-06-25,Paulson Community Center,126
37296969,2015-06-25,West Penn Community Center,40
37296970,2015-06-24,Phillips Community Center,236
37296971,2015-06-24,Warrington Community Center,104
37296972,2015-06-24,Ammon Community Center,173
37296973,2015-06-24,Arlington Community Center,62
37296974,2015-06-24,Brookline Community Center,238
37296975,2015-06-24,Jefferson Community Center,67
37296976,2015-06-24,Magee Community Center,67
37296977,2015-06-24,Ormsby Community Center,114
37296978,2015-06-24,Paulson Community Center,92
37296979,2015-06-24,West Penn Community Center,49
37296980,2015-06-23,Warrington Community Center,85
37296981,2015-06-23,Phillips Community Center,185
37296982,2015-06-23,Arlington Community Center,80
37296983,2015-06-23,Ammon Community Center,193
37296984,2015-06-23,Jefferson Community Center,97
37296985,2015-06-23,Brookline Community Center,180
37296986,2015-06-23,Ormsby Community Center,35
37296987,2015-06-23,Magee Community Center,35
37296988,2015-06-23,Paulson Community Center,79
37296989,2015-06-23,West Penn Community Center,87
37296990,2015-06-22,Phillips Community Center,285
37296991,2015-06-22,Warrington Community Center,73
37296992,2015-06-22,Ammon Community Center,152
37296993,2015-06-22,Arlington Community Center,108
37296994,2015-06-22,Brookline Community Center,317
37296995,2015-06-22,Jefferson Community Center,118
37296996,2015-06-22,Magee Community Center,65
37296997,2015-06-22,Ormsby Community Center,129
37296998,2015-06-22,Paulson Community Center,83
37296999,2015-06-22,West Penn Community Center,56
37297000,2015-06-20,Warrington Community Center,2
37297001,2015-06-20,Phillips Community Center,78
37297002,2015-06-20,Ammon Community Center,12
37297003,2015-06-20,Brookline Community Center,66
37297004,2015-06-20,Ormsby Community Center,30
37297005,2015-06-20,Magee Community Center,44
37297006,2015-06-20,West Penn Community Center,18
37297007,2015-06-19,Phillips Community Center,203
37297008,2015-06-19,Warrington Community Center,46
37297009,2015-06-19,Ammon Community Center,65
37297010,2015-06-19,Arlington Community Center,42
37297011,2015-06-19,Brookline Community Center,143
37297012,2015-06-19,Jefferson Community Center,101
37297013,2015-06-19,Magee Community Center,106
37297014,2015-06-19,Ormsby Community Center,57
37297015,2015-06-19,Paulson Community Center,98
37297016,2015-06-19,West Penn Community Center,58
37297017,2015-06-18,Warrington Community Center,79
37297018,2015-06-18,Phillips Community Center,164
37297019,2015-06-18,Arlington Community Center,63
37297020,2015-06-18,Ammon Community Center,136
37297021,2015-06-18,Jefferson Community Center,134
37297022,2015-06-18,Brookline Community Center,179
37297023,2015-06-18,Ormsby Community Center,58
37297024,2015-06-18,Magee Community Center,91
37297025,2015-06-18,Paulson Community Center,68
37297026,2015-06-18,West Penn Community Center,41
37297027,2015-06-17,Phillips Community Center,253
37297028,2015-06-17,Warrington Community Center,74
37297029,2015-06-17,Ammon Community Center,120
37297030,2015-06-17,Arlington Community Center,41
37297031,2015-06-17,Brookline Community Center,176
37297032,2015-06-17,Jefferson Community Center,121
37297033,2015-06-17,Magee Community Center,44
37297034,2015-06-17,Ormsby Community Center,73
37297035,2015-06-17,Paulson Community Center,130
37297036,2015-06-17,West Penn Community Center,57
37297037,2015-06-16,Warrington Community Center,63
37297038,2015-06-16,Phillips Community Center,188
37297039,2015-06-16,Arlington Community Center,59
37297040,2015-06-16,Ammon Community Center,121
37297041,2015-06-16,Jefferson Community Center,149
37297042,2015-06-16,Brookline Community Center,263
37297043,2015-06-16,Ormsby Community Center,42
37297044,2015-06-16,Magee Community Center,62
37297045,2015-06-16,Paulson Community Center,112
37297046,2015-06-16,West Penn Community Center,64
37297047,2015-06-15,Phillips Community Center,266
37297048,2015-06-15,Warrington Community Center,52
37297049,2015-06-15,Ammon Community Center,92
37297050,2015-06-15,Arlington Community Center,107
37297051,2015-06-15,Brookline Community Center,274
37297052,2015-06-15,Jefferson Community Center,86
37297053,2015-06-15,Magee Community Center,28
37297054,2015-06-15,Paulson Community Center,77
37297055,2015-06-15,West Penn Community Center,74
37297056,2015-06-14,Jefferson Community Center,17
37297057,2015-06-13,Phillips Community Center,79
37297058,2015-06-13,Ammon Community Center,6
37297059,2015-06-13,Brookline Community Center,180
37297060,2015-06-13,Magee Community Center,34
37297061,2015-06-13,Paulson Community Center,71
37297062,2015-06-13,West Penn Community Center,54
37297063,2015-06-12,Phillips Community Center,266
37297064,2015-06-12,Warrington Community Center,23
37297065,2015-06-12,Ammon Community Center,57
37297066,2015-06-12,Arlington Community Center,70
37297067,2015-06-12,Brookline Community Center,176
37297068,2015-06-12,Jefferson Community Center,85
37297069,2015-06-12,Magee Community Center,45
37297070,2015-06-12,Paulson Community Center,134
37297071,2015-06-12,West Penn Community Center,42
37297072,2015-06-11,Warrington Community Center,73
37297073,2015-06-11,Phillips Community Center,210
37297074,2015-06-11,Arlington Community Center,171
37297075,2015-06-11,Ammon Community Center,22
37297076,2015-06-11,Jefferson Community Center,70
37297077,2015-06-11,Brookline Community Center,300
37297078,2015-06-11,Magee Community Center,91
37297079,2015-06-11,Ormsby Community Center,16
37297080,2015-06-11,Paulson Community Center,118
37297081,2015-06-11,West Penn Community Center,43
37297082,2015-06-10,Phillips Community Center,206
37297083,2015-06-10,Warrington Community Center,97
37297084,2015-06-10,Ammon Community Center,47
37297085,2015-06-10,Arlington Community Center,85
37297086,2015-06-10,Brookline Community Center,301
37297087,2015-06-10,Ormsby Community Center,1
37297088,2015-06-10,Magee Community Center,54
37297089,2015-06-10,Paulson Community Center,85
37297090,2015-06-10,West Penn Community Center,117
37297091,2015-06-09,Warrington Community Center,71
37297092,2015-06-09,Phillips Community Center,312
37297093,2015-06-09,Arlington Community Center,129
37297094,2015-06-09,Ammon Community Center,120
37297095,2015-06-09,Brookline Community Center,291
37297096,2015-06-09,Jefferson Community Center,66
37297097,2015-06-09,Magee Community Center,76
37297098,2015-06-09,Paulson Community Center,62
37297099,2015-06-09,West Penn Community Center,58
37297100,2015-06-08,Phillips Community Center,179
37297101,2015-06-08,Warrington Community Center,71
37297102,2015-06-08,Ammon Community Center,109
37297103,2015-06-08,Arlington Community Center,105
37297104,2015-06-08,Jefferson Community Center,87
37297105,2015-06-08,Brookline Community Center,311
37297106,2015-06-08,Magee Community Center,88
37297107,2015-06-08,Ormsby Community Center,50
37297108,2015-06-08,Paulson Community Center,64
37297109,2015-06-08,West Penn Community Center,51
37297110,2015-06-06,Warrington Community Center,4
37297111,2015-06-06,Phillips Community Center,86
37297112,2015-06-06,Ammon Community Center,7
37297113,2015-06-06,Brookline Community Center,132
37297114,2015-06-06,Ormsby Community Center,9
37297115,2015-06-06,Magee Community Center,47
37297116,2015-06-06,West Penn Community Center,51
37297117,2015-06-05,Phillips Community Center,90
37297118,2015-06-05,Warrington Community Center,8
37297119,2015-06-05,Ammon Community Center,48
37297120,2015-06-05,Arlington Community Center,40
37297121,2015-06-05,Brookline Community Center,192
37297122,2015-06-05,Jefferson Community Center,44
37297123,2015-06-05,Magee Community Center,35
37297124,2015-06-05,Ormsby Community Center,13
37297125,2015-06-05,Paulson Community Center,88
37297126,2015-06-05,West Penn Community Center,57
37297127,2015-06-04,Warrington Community Center,49
37297128,2015-06-04,Phillips Community Center,149
37297129,2015-06-04,Arlington Community Center,124
37297130,2015-06-04,Ammon Community Center,72
37297131,2015-06-04,Jefferson Community Center,64
37297132,2015-06-04,Brookline Community Center,210
37297133,2015-06-04,Ormsby Community Center,44
37297134,2015-06-04,Magee Community Center,46
37297135,2015-06-04,Paulson Community Center,66
37297136,2015-06-04,West Penn Community Center,132
37297137,2015-06-03,Phillips Community Center,123
37297138,2015-06-03,Warrington Community Center,78
37297139,2015-06-03,Ammon Community Center,83
37297140,2015-06-03,Arlington Community Center,70
37297141,2015-06-03,Brookline Community Center,213
37297142,2015-06-03,Jefferson Community Center,53
37297143,2015-06-03,Magee Community Center,49
37297144,2015-06-03,Ormsby Community Center,47
37297145,2015-06-03,Paulson Community Center,179
37297146,2015-06-03,West Penn Community Center,47
37297147,2015-06-02,Warrington Community Center,55
37297148,2015-06-02,Phillips Community Center,113
37297149,2015-06-02,Arlington Community Center,95
37297150,2015-06-02,Ammon Community Center,106
37297151,2015-06-02,Jefferson Community Center,41
37297152,2015-06-02,Brookline Community Center,258
37297153,2015-06-02,Ormsby Community Center,59
37297154,2015-06-02,Magee Community Center,80
37297155,2015-06-02,Paulson Community Center,74
37297156,2015-06-02,West Penn Community Center,73
37297157,2015-06-01,Phillips Community Center,105
37297158,2015-06-01,Warrington Community Center,17
37297159,2015-06-01,Ammon Community Center,95
37297160,2015-06-01,Arlington Community Center,117
37297161,2015-06-01,Brookline Community Center,169
37297162,2015-06-01,Jefferson Community Center,31
37297163,2015-06-01,Magee Community Center,52
37297164,2015-06-01,Ormsby Community Center,28
37297165,2015-06-01,Paulson Community Center,87
37297166,2015-06-01,West Penn Community Center,52
37297167,2015-05-29,Warrington Community Center,4
37297168,2015-05-29,Phillips Community Center,17
37297169,2015-05-29,Arlington Community Center,1
37297170,2015-05-29,Ammon Community Center,19
37297171,2015-05-29,Brookline Community Center,37
37297172,2015-05-29,Ormsby Community Center,5
37297173,2015-05-29,Magee Community Center,40
37297174,2015-05-29,Paulson Community Center,4
37297175,2015-05-29,West Penn Community Center,23
37297176,2015-05-28,Phillips Community Center,102
37297177,2015-05-28,Warrington Community Center,68
37297178,2015-05-28,Ammon Community Center,71
37297179,2015-05-28,Arlington Community Center,149
37297180,2015-05-28,Brookline Community Center,116
37297181,2015-05-28,Jefferson Community Center,45
37297182,2015-05-28,Magee Community Center,57
37297183,2015-05-28,Ormsby Community Center,42
37297184,2015-05-28,Paulson Community Center,39
37297185,2015-05-28,West Penn Community Center,131
37297186,2015-05-27,Warrington Community Center,40
37297187,2015-05-27,Phillips Community Center,118
37297188,2015-05-27,Arlington Community Center,89
37297189,2015-05-27,Ammon Community Center,74
37297190,2015-05-27,Jefferson Community Center,36
37297191,2015-05-27,Brookline Community Center,148
37297192,2015-05-27,Magee Community Center,36
37297193,2015-05-27,Paulson Community Center,64
37297194,2015-05-27,West Penn Community Center,59
37297195,2015-05-26,Phillips Community Center,74
37297196,2015-05-26,Warrington Community Center,63
